h0,h1,h2,h3,h4,h5,h6,Final Score
5,9,0,5,4,5,10,50375.0
5,9,0,5,4,5,0,50115.0
5,9,0,5,4,5,6,48839.0
5,9,0,5,4,9,1,35652.0
5,9,0,5,4,9,4,21586.0
5,9,0,5,4,9,5,53505.0
5,9,0,5,4,7,8,42524.0
5,9,0,5,4,7,1,28456.0
5,9,0,5,4,7,10,42524.0
5,9,0,5,3,2,2,98404.0
5,9,0,5,3,2,11,106859.0
5,9,0,5,3,2,7,82686.0
5,9,0,5,3,5,0,124319.0
5,9,0,5,3,5,8,124796.0
5,9,0,5,3,5,5,122069.0
5,9,0,5,3,1,5,68696.0
5,9,0,5,3,1,6,68075.0
5,9,0,5,3,1,7,56746.0
5,9,0,5,7,0,5,104693.0
5,9,0,5,7,0,2,70223.0
5,9,0,5,7,0,10,104693.0
5,9,0,5,7,10,8,104972.0
5,9,0,5,7,10,7,94934.0
5,9,0,5,7,10,6,104970.0
5,9,0,5,7,1,6,56974.0
5,9,0,5,7,1,7,50530.0
5,9,0,5,7,1,0,56554.0
5,9,0,3,8,2,0,94747.0
5,9,0,3,8,2,5,100103.0
5,9,0,3,8,2,7,89836.0
5,9,0,3,8,8,8,129773.0
5,9,0,3,8,8,5,125919.0
5,9,0,3,8,8,11,140019.0
5,9,0,3,8,1,8,70357.0
5,9,0,3,8,1,4,29565.0
5,9,0,3,8,1,7,60819.0
5,9,0,3,5,2,11,104099.0
5,9,0,3,5,2,10,97284.0
5,9,0,3,5,2,1,67462.0
5,9,0,3,5,8,9,127954.0
5,9,0,3,5,8,2,97574.0
5,9,0,3,5,8,8,127954.0
5,9,0,3,5,1,9,69462.0
5,9,0,3,5,1,10,69462.0
5,9,0,3,5,1,11,81120.0
5,9,0,3,7,6,11,115391.0
5,9,0,3,7,6,6,99715.0
5,9,0,3,7,6,1,57958.0
5,9,0,3,7,0,3,110400.0
5,9,0,3,7,0,5,110597.0
5,9,0,3,7,0,2,81314.0
5,9,0,3,7,4,3,42025.0
5,9,0,3,7,4,2,28149.0
5,9,0,3,7,4,9,46929.0
5,9,0,6,2,6,4,39397.0
5,9,0,6,2,6,0,85486.0
5,9,0,6,2,6,10,90997.0
5,9,0,6,2,7,10,83095.0
5,9,0,6,2,7,11,90585.0
5,9,0,6,2,7,7,72437.0
5,9,0,6,2,0,0,91573.0
5,9,0,6,2,0,1,63693.0
5,9,0,6,2,0,8,91573.0
5,9,0,6,6,9,10,122645.0
5,9,0,6,6,9,1,66181.0
5,9,0,6,6,9,6,115496.0
5,9,0,6,6,7,10,99922.0
5,9,0,6,6,7,9,99922.0
5,9,0,6,6,7,6,97175.0
5,9,0,6,6,2,2,96145.0
5,9,0,6,6,2,6,91449.0
5,9,0,6,6,2,7,84144.0
5,9,0,6,5,4,7,44175.0
5,9,0,6,5,4,5,50315.0
5,9,0,6,5,4,3,49249.0
5,9,0,6,5,11,9,132824.0
5,9,0,6,5,11,7,112503.0
5,9,0,6,5,11,2,93234.0
5,9,0,6,5,10,0,124697.0
5,9,0,6,5,10,11,133730.0
5,9,0,6,5,10,9,124806.0
5,9,3,2,10,11,5,106728.0
5,9,3,2,10,11,10,108755.0
5,9,3,2,10,11,0,96528.0
5,9,3,2,10,10,7,85475.0
5,9,3,2,10,10,2,102045.0
5,9,3,2,10,10,10,102045.0
5,9,3,2,10,4,1,29129.0
5,9,3,2,10,4,4,24076.0
5,9,3,2,10,4,9,42323.0
5,9,3,2,6,3,3,88458.0
5,9,3,2,6,3,9,92984.0
5,9,3,2,6,3,4,39761.0
5,9,3,2,6,11,10,104389.0
5,9,3,2,6,11,5,103092.0
5,9,3,2,6,11,6,98763.0
5,9,3,2,6,8,9,95576.0
5,9,3,2,6,8,6,89599.0
5,9,3,2,6,8,7,87484.0
5,9,3,2,1,1,11,76568.0
5,9,3,2,1,1,10,70053.0
5,9,3,2,1,1,7,59172.0
5,9,3,2,1,0,2,63000.0
5,9,3,2,1,0,8,63680.0
5,9,3,2,1,0,4,25724.0
5,9,3,2,1,4,1,33129.0
5,9,3,2,1,4,4,16034.0
5,9,3,2,1,4,3,32293.0
5,9,3,1,6,11,11,82723.0
5,9,3,1,6,11,10,75832.0
5,9,3,1,6,11,3,66683.0
5,9,3,1,6,5,9,68481.0
5,9,3,1,6,5,2,63811.0
5,9,3,1,6,5,4,28361.0
5,9,3,1,6,10,1,68891.0
5,9,3,1,6,10,9,68927.0
5,9,3,1,6,10,7,58332.0
5,9,3,1,8,7,5,61349.0
5,9,3,1,8,7,4,29546.0
5,9,3,1,8,7,8,62679.0
5,9,3,1,8,2,2,69025.0
5,9,3,1,8,2,3,67083.0
5,9,3,1,8,2,10,69025.0
5,9,3,1,8,11,4,29370.0
5,9,3,1,8,11,6,79824.0
5,9,3,1,8,11,8,81424.0
5,9,3,1,4,3,9,35324.0
5,9,3,1,4,3,1,35134.0
5,9,3,1,4,3,7,30069.0
5,9,3,1,4,10,5,35712.0
5,9,3,1,4,10,0,35220.0
5,9,3,1,4,10,8,36023.0
5,9,3,1,4,4,10,18961.0
5,9,3,1,4,4,11,28298.0
5,9,3,1,4,4,8,18961.0
5,9,3,6,7,1,2,51168.0
5,9,3,6,7,1,0,56952.0
5,9,3,6,7,1,6,58105.0
5,9,3,6,7,2,7,60172.0
5,9,3,6,7,2,11,80189.0
5,9,3,6,7,2,5,71096.0
5,9,3,6,7,5,9,99901.0
5,9,3,6,7,5,5,98426.0
5,9,3,6,7,5,11,106418.0
5,9,3,6,11,10,3,122731.0
5,9,3,6,11,10,2,93658.0
5,9,3,6,11,10,6,124337.0
5,9,3,6,11,7,7,88939.0
5,9,3,6,11,7,8,105863.0
5,9,3,6,11,7,6,101231.0
5,9,3,6,11,5,6,126084.0
5,9,3,6,11,5,1,74096.0
5,9,3,6,11,5,2,92914.0
5,9,3,6,1,8,1,67590.0
5,9,3,6,1,8,8,67590.0
5,9,3,6,1,8,4,29620.0
5,9,3,6,1,5,9,67584.0
5,9,3,6,1,5,3,63632.0
5,9,3,6,1,5,5,65568.0
5,9,3,6,1,9,10,67590.0
5,9,3,6,1,9,11,74401.0
5,9,3,6,1,9,3,65283.0
5,9,4,1,2,4,1,14918.0
5,9,4,1,2,4,6,16048.0
5,9,4,1,2,4,0,15847.0
5,9,4,1,2,11,9,34963.0
5,9,4,1,2,11,11,44304.0
5,9,4,1,2,11,7,32962.0
5,9,4,1,2,9,3,26106.0
5,9,4,1,2,9,5,27834.0
5,9,4,1,2,9,7,25129.0
5,9,4,1,5,11,11,53451.0
5,9,4,1,5,11,7,41399.0
5,9,4,1,5,11,2,28722.0
5,9,4,1,5,7,8,30726.0
5,9,4,1,5,7,3,28441.0
5,9,4,1,5,7,9,30726.0
5,9,4,1,5,0,6,32633.0
5,9,4,1,5,0,1,34572.0
5,9,4,1,5,0,4,23619.0
5,9,4,1,3,5,2,26449.0
5,9,4,1,3,5,1,32929.0
5,9,4,1,3,5,11,43412.0
5,9,4,1,3,11,0,35367.0
5,9,4,1,3,11,9,41004.0
5,9,4,1,3,11,4,18407.0
5,9,4,1,3,4,3,18296.0
5,9,4,1,3,4,8,18941.0
5,9,4,1,3,4,5,17138.0
5,9,4,4,6,0,8,23053.0
5,9,4,4,6,0,9,23053.0
5,9,4,4,6,0,1,17777.0
5,9,4,4,6,8,0,23052.0
5,9,4,4,6,8,2,17027.0
5,9,4,4,6,8,8,23367.0
5,9,4,4,6,6,4,13740.0
5,9,4,4,6,6,2,16569.0
5,9,4,4,6,6,10,23339.0
5,9,4,4,5,0,10,23051.0
5,9,4,4,5,0,0,23051.0
5,9,4,4,5,0,4,16400.0
5,9,4,4,5,3,1,17677.0
