h0,h1,h2,h3,h4,h5,h6,Final Score
8,9,1,0,9,5,6,65866.0
8,9,1,0,9,5,9,68351.0
8,9,1,0,9,9,6,69521.0
8,9,1,0,9,9,8,71120.0
8,9,1,0,9,9,7,59108.0
8,9,1,10,5,6,3,69148.0
8,9,1,10,5,6,7,60238.0
8,9,1,10,5,6,10,70722.0
8,9,1,10,5,9,10,72207.0
8,9,1,10,5,9,8,72207.0
8,9,1,10,5,9,6,68414.0
8,9,1,10,5,11,11,88076.0
8,9,1,10,5,11,4,42550.0
8,9,1,10,5,11,6,76513.0
8,9,1,10,2,0,3,69118.0
8,9,1,10,2,0,5,68004.0
8,9,1,10,2,0,9,69605.0
8,9,1,10,2,8,4,34865.0
8,9,1,10,2,8,11,79115.0
8,9,1,10,2,8,3,70903.0
8,9,1,10,2,7,10,59997.0
8,9,1,10,2,7,1,59223.0
8,9,1,10,2,7,7,49513.0
8,9,1,10,9,0,11,80221.0
8,9,1,10,9,0,3,69122.0
8,9,1,10,9,0,9,71116.0
8,9,1,10,9,5,5,70418.0
8,9,1,10,9,5,1,72175.0
8,9,1,10,9,5,2,69937.0
8,9,1,10,9,8,6,71476.0
8,9,1,10,9,8,0,71124.0
8,9,1,10,9,8,7,60958.0
8,9,9,10,3,3,6,125687.0
8,9,9,10,3,3,3,125883.0
8,9,9,10,3,3,10,130489.0
8,9,9,10,3,6,1,68341.0
8,9,9,10,3,6,9,124389.0
8,9,9,10,3,6,0,124194.0
8,9,9,10,3,0,5,130049.0
8,9,9,10,3,0,8,132241.0
8,9,9,10,3,0,3,129136.0
8,9,9,10,2,11,5,112540.0
8,9,9,10,2,11,4,45696.0
8,9,9,10,2,11,8,113875.0
8,9,9,10,2,1,11,87542.0
8,9,9,10,2,1,0,68302.0
8,9,9,10,2,1,5,73616.0
8,9,9,10,2,4,0,40601.0
8,9,9,10,2,4,2,31155.0
8,9,9,10,2,4,9,42815.0
8,9,9,10,8,1,8,74072.0
8,9,9,10,8,1,5,72389.0
8,9,9,10,8,1,0,71004.0
8,9,9,10,8,0,4,63936.0
8,9,9,10,8,0,10,136440.0
8,9,9,10,8,0,8,136440.0
8,9,9,10,8,11,0,136005.0
8,9,9,10,8,11,1,74885.0
8,9,9,10,8,11,9,138735.0
8,9,9,7,11,2,5,78359.0
8,9,9,7,11,2,8,79419.0
8,9,9,7,11,2,7,67224.0
8,9,9,7,11,3,11,119386.0
8,9,9,7,11,3,1,58580.0
8,9,9,7,11,3,2,80668.0
8,9,9,7,11,11,8,130212.0
8,9,9,7,11,11,3,116172.0
8,9,9,7,11,11,0,114442.0
8,9,9,7,5,1,6,53062.0
8,9,9,7,5,1,3,54647.0
8,9,9,7,5,1,5,57874.0
8,9,9,7,5,3,10,106412.0
8,9,9,7,5,3,0,105585.0
8,9,9,7,5,3,6,100816.0
8,9,9,7,5,10,8,110552.0
8,9,9,7,5,10,11,118057.0
8,9,9,7,5,10,10,110552.0
8,9,9,7,6,7,6,73501.0
8,9,9,7,6,7,11,90382.0
8,9,9,7,6,7,1,45004.0
8,9,9,7,6,1,2,52180.0
8,9,9,7,6,1,6,55330.0
8,9,9,7,6,1,5,57950.0
8,9,9,7,6,6,3,103115.0
8,9,9,7,6,6,7,80622.0
8,9,9,7,6,6,1,55623.0
8,9,9,3,3,2,10,102836.0
8,9,9,3,3,2,0,100316.0
8,9,9,3,3,2,5,101436.0
8,9,9,3,3,0,5,126975.0
8,9,9,3,3,0,0,130284.0
8,9,9,3,3,0,4,58165.0
8,9,9,3,3,4,1,36927.0
8,9,9,3,3,4,5,54731.0
8,9,9,3,3,4,11,64688.0
8,9,9,3,8,11,2,100675.0
8,9,9,3,8,11,3,133296.0
8,9,9,3,8,11,7,112001.0
8,9,9,3,8,1,8,73405.0
8,9,9,3,8,1,1,73405.0
8,9,9,3,8,1,9,73405.0
8,9,9,3,8,2,6,99513.0
8,9,9,3,8,2,9,106027.0
8,9,9,3,8,2,1,74963.0
8,9,9,3,2,0,9,97196.0
8,9,9,3,2,0,8,97196.0
8,9,9,3,2,0,5,96357.0
8,9,9,3,2,5,1,73988.0
8,9,9,3,2,5,2,102964.0
8,9,9,3,2,5,7,89072.0
8,9,9,3,2,4,2,33884.0
8,9,9,3,2,4,10,46324.0
8,9,9,3,2,4,5,45961.0
8,1,1,8,2,0,3,68882.0
8,1,1,8,2,0,2,69779.0
8,1,1,8,2,0,6,67995.0
8,1,1,8,2,1,6,67430.0
8,1,1,8,2,1,1,71142.0
8,1,1,8,2,1,2,71022.0
8,1,1,8,2,3,1,67669.0
8,1,1,8,2,3,5,69190.0
8,1,1,8,2,3,2,69209.0
8,1,1,8,4,4,5,21949.0
8,1,1,8,4,4,6,19946.0
8,1,1,8,4,4,3,20399.0
8,1,1,8,4,11,0,36041.0
8,1,1,8,4,11,7,40653.0
8,1,1,8,4,11,1,42073.0
8,1,1,8,4,6,2,24353.0
8,1,1,8,4,6,1,35907.0
8,1,1,8,4,6,10,36013.0
8,1,1,8,8,10,11,83251.0
8,1,1,8,8,10,10,73740.0
8,1,1,8,8,10,5,73069.0
8,1,1,8,8,8,7,65504.0
8,1,1,8,8,8,8,73740.0
8,1,1,8,8,8,6,69367.0
8,1,1,8,8,1,0,70779.0
8,1,1,8,8,1,10,73740.0
8,1,1,8,8,1,7,60028.0
8,1,1,2,8,5,4,31921.0
8,1,1,2,8,5,3,68064.0
8,1,1,2,8,5,0,68131.0
8,1,1,2,8,3,3,68350.0
8,1,1,2,8,3,2,68795.0
8,1,1,2,8,3,10,69785.0
8,1,1,2,8,11,5,75227.0
8,1,1,2,8,11,4,37830.0
8,1,1,2,8,11,11,87597.0
8,1,1,2,10,1,10,70570.0
8,1,1,2,10,1,8,70570.0
8,1,1,2,10,1,5,69578.0
8,1,1,2,10,8,1,70654.0
8,1,1,2,10,8,11,80491.0
8,1,1,2,10,8,9,71870.0
8,1,1,2,10,7,6,57597.0
8,1,1,2,10,7,9,60581.0
8,1,1,2,10,7,4,34570.0
8,1,1,2,9,4,8,37357.0
8,1,1,2,9,4,7,32998.0
8,1,1,2,9,4,10,37357.0
8,1,1,2,9,2,6,67707.0
8,1,1,2,9,2,8,71870.0
8,1,1,2,9,2,3,69802.0
8,1,1,2,9,11,5,75957.0
8,1,1,2,9,11,3,71468.0
8,1,1,2,9,11,8,78399.0
8,1,1,1,4,2,6,24218.0
8,1,1,1,4,2,4,16403.0
8,1,1,1,4,2,7,20566.0
8,1,1,1,4,7,10,25680.0
8,1,1,1,4,7,7,22366.0
8,1,1,1,4,7,2,20430.0
8,1,1,1,4,6,2,25041.0
8,1,1,1,4,6,9,33971.0
8,1,1,1,4,6,1,33693.0
8,1,1,1,2,6,5,67655.0
8,1,1,1,2,6,6,65948.0
8,1,1,1,2,6,3,67072.0
8,1,1,1,2,11,3,71897.0
8,1,1,1,2,11,11,85308.0
8,1,1,1,2,11,4,36670.0
8,1,1,1,2,7,0,56744.0
8,1,1,1,2,7,2,54463.0
8,1,1,1,2,7,7,49496.0
8,1,1,1,11,5,2,73760.0
8,1,1,1,11,5,3,72621.0
8,1,1,1,11,5,7,66280.0
8,1,1,1,11,2,9,73741.0
8,1,1,1,11,2,11,81491.0
8,1,1,1,11,2,3,70308.0
8,1,1,1,11,3,2,69743.0
8,1,1,1,11,3,5,71852.0
8,1,1,1,11,3,9,72653.0
8,1,9,7,6,10,7,52713.0
8,1,9,7,6,10,2,50728.0
8,1,9,7,6,10,6,55327.0
8,1,9,7,6,11,4,25218.0
8,1,9,7,6,11,1,63255.0
8,1,9,7,6,11,2,51287.0
8,1,9,7,6,3,11,65357.0
8,1,9,7,6,3,1,53837.0
8,1,9,7,6,3,2,48345.0
8,1,9,7,1,5,7,52998.0
8,1,9,7,1,5,8,62085.0
8,1,9,7,1,5,11,68787.0
8,1,9,7,1,9,4,29119.0
8,1,9,7,1,9,6,60430.0
8,1,9,7,1,9,5,61137.0
8,1,9,7,1,10,11,70112.0
8,1,9,7,1,10,0,58977.0
8,1,9,7,1,10,4,25475.0
8,1,9,7,10,3,1,58598.0
8,1,9,7,10,3,2,53964.0
8,1,9,7,10,3,6,56210.0
8,1,9,7,10,1,9,62099.0
8,1,9,7,10,1,7,55656.0
8,1,9,7,10,1,10,62099.0
8,1,9,7,10,4,8,22227.0
8,1,9,7,10,4,2,18197.0
8,1,9,7,10,4,0,20425.0
8,1,9,10,11,5,8,80753.0
8,1,9,10,11,5,1,78771.0
8,1,9,10,11,5,7,61387.0
8,1,9,10,11,0,1,68628.0
8,1,9,10,11,0,9,70988.0
8,1,9,10,11,0,8,70988.0
8,1,9,10,11,7,7,58841.0
8,1,9,10,11,7,3,60415.0
8,1,9,10,11,7,8,67778.0
8,1,9,10,6,0,8,68288.0
8,1,9,10,6,0,7,55605.0
8,1,9,10,6,0,10,68288.0
8,1,9,10,6,6,2,65023.0
8,1,9,10,6,6,11,77608.0
8,1,9,10,6,6,8,69093.0
8,1,9,10,6,3,7,54666.0
8,1,9,10,6,3,5,66879.0
8,1,9,10,6,3,1,67423.0
8,1,9,10,10,5,4,30737.0
8,1,9,10,10,5,3,69473.0
8,1,9,10,10,5,5,71917.0
8,1,9,10,10,4,1,29815.0
8,1,9,10,10,4,6,28175.0
8,1,9,10,10,4,8,29921.0
8,1,9,10,10,7,0,62547.0
8,1,9,10,10,7,6,62266.0
8,1,9,10,10,7,5,64433.0
8,1,9,4,6,0,1,34312.0
8,1,9,4,6,0,4,20620.0
8,1,9,4,6,0,2,25704.0
8,1,9,4,6,7,10,31980.0
8,1,9,4,6,7,7,27280.0
8,1,9,4,6,7,6,31150.0
8,1,9,4,6,9,8,36978.0
8,1,9,4,6,9,2,25678.0
8,1,9,4,6,9,5,36887.0
8,1,9,4,7,0,9,32032.0
8,1,9,4,7,0,4,21744.0
8,1,9,4,7,0,3,30379.0
8,1,9,4,7,11,0,33043.0
8,1,9,4,7,11,7,33811.0
8,1,9,4,7,11,2,25393.0
8,1,9,4,7,6,5,31877.0
8,1,9,4,7,6,1,31723.0
8,1,9,4,7,6,8,31877.0
8,1,9,4,5,5,10,37778.0
8,1,9,4,5,5,9,37778.0
8,1,9,4,5,5,3,35890.0
8,1,9,4,5,8,2,27496.0
8,1,9,4,5,8,6,38693.0
8,1,9,4,5,8,7,31509.0
8,1,9,4,5,4,4,16427.0
8,1,9,4,5,4,3,20842.0
8,1,9,4,5,4,8,22105.0
8,1,6,1,9,2,9,66645.0
8,1,6,1,9,2,7,56939.0
8,1,6,1,9,2,11,74884.0
8,1,6,1,9,6,3,63065.0
8,1,6,1,9,6,2,61525.0
8,1,6,1,9,6,4,35900.0
8,1,6,1,9,8,2,66415.0
8,1,6,1,9,8,10,69835.0
8,1,6,1,9,8,5,69555.0
8,1,6,1,8,11,7,66519.0
8,1,6,1,8,11,3,66889.0
8,1,6,1,8,11,1,74679.0
8,1,6,1,8,5,7,59960.0
8,1,6,1,8,5,4,31959.0
8,1,6,1,8,5,11,71964.0
8,1,6,1,8,3,4,28787.0
8,1,6,1,8,3,8,66345.0
8,1,6,1,8,3,11,72161.0
8,1,6,1,5,8,0,65941.0
8,1,6,1,5,8,2,65736.0
8,1,6,1,5,8,7,62010.0
8,1,6,1,5,2,8,65596.0
8,1,6,1,5,2,4,29505.0
8,1,6,1,5,2,10,65596.0
8,1,6,1,5,10,1,68672.0
8,1,6,1,5,10,11,75851.0
8,1,6,1,5,10,9,68996.0
8,1,6,6,0,6,9,60403.0
8,1,6,6,0,6,7,52533.0
8,1,6,6,0,6,2,55113.0
8,1,6,6,0,9,6,63269.0
8,1,6,6,0,9,11,71854.0
8,1,6,6,0,9,2,60106.0
8,1,6,6,0,1,3,61426.0
8,1,6,6,0,1,6,61612.0
8,1,6,6,0,1,8,63640.0
8,1,6,6,9,6,6,56971.0
8,1,6,6,9,6,2,57773.0
8,1,6,6,9,6,9,62963.0
8,1,6,6,9,2,2,62470.0
8,1,6,6,9,2,3,59868.0
8,1,6,6,9,2,10,62470.0
8,1,6,6,9,9,6,64249.0
8,1,6,6,9,9,11,73556.0
8,1,6,6,9,9,5,67040.0
8,1,6,6,2,1,2,60344.0
8,1,6,6,2,1,4,26999.0
8,1,6,6,2,1,8,60504.0
8,1,6,6,2,10,9,62910.0
8,1,6,6,2,10,3,59803.0
8,1,6,6,2,10,10,62910.0
8,1,6,6,2,11,3,60432.0
8,1,6,6,2,11,2,65005.0
8,1,6,6,2,11,1,66399.0
8,1,6,3,10,7,10,54622.0
8,1,6,3,10,7,4,27370.0
8,1,6,3,10,7,7,49499.0
8,1,6,3,10,5,3,64361.0
8,1,6,3,10,5,5,64642.0
8,1,6,3,10,5,0,64651.0
8,1,6,3,10,0,8,65647.0
8,1,6,3,10,0,3,63217.0
8,1,6,3,10,0,11,75255.0
8,1,6,3,7,0,7,48939.0
8,1,6,3,7,0,9,54562.0
8,1,6,3,7,0,1,54322.0
8,1,6,3,7,3,11,62361.0
8,1,6,3,7,3,7,49468.0
8,1,6,3,7,3,1,54019.0
8,1,6,3,7,7,3,46010.0
8,1,6,3,7,7,7,43338.0
8,1,6,3,7,7,6,46026.0
8,1,6,3,0,4,11,41702.0
8,1,6,3,0,4,5,33276.0
8,1,6,3,0,4,10,33277.0
8,1,6,3,0,5,9,62890.0
8,1,6,3,0,5,5,61877.0
8,1,6,3,0,5,3,61664.0
8,1,6,3,0,11,5,68729.0
8,1,6,3,0,11,10,70566.0
8,1,6,3,0,11,4,27280.0
5,2,4,7,1,8,1,25748.0
5,2,4,7,1,8,10,25748.0
