h0,h1,h2,h3,h4,h5,h6,Final Score
9,9,1,1,7,4,0,26802.0
9,9,1,1,7,7,2,42835.0
9,9,1,1,7,7,4,25249.0
9,9,1,1,7,7,7,43241.0
9,9,1,1,7,5,2,56821.0
9,9,1,1,7,5,5,62554.0
9,9,1,1,7,5,11,70458.0
9,9,1,1,4,1,11,45903.0
9,9,1,1,4,1,6,36944.0
9,9,1,1,4,1,1,38978.0
9,9,1,1,4,2,7,26415.0
9,9,1,1,4,2,6,28924.0
9,9,1,1,4,2,9,29616.0
9,9,1,1,4,11,8,47403.0
9,9,1,1,4,11,5,47390.0
9,9,1,1,4,11,0,40618.0
9,9,1,1,3,6,4,33419.0
9,9,1,1,3,6,8,67672.0
9,9,1,1,3,6,7,55915.0
9,9,1,1,3,11,0,68677.0
9,9,1,1,3,11,8,79545.0
9,9,1,1,3,11,1,77637.0
9,9,1,1,3,4,7,31223.0
9,9,1,1,3,4,1,39842.0
9,9,1,1,3,4,0,37632.0
9,9,5,10,7,7,0,95024.0
9,9,5,10,7,7,8,95286.0
9,9,5,10,7,7,4,36855.0
9,9,5,10,7,10,11,120758.0
9,9,5,10,7,10,2,83706.0
9,9,5,10,7,10,9,115446.0
9,9,5,10,7,8,3,114011.0
9,9,5,10,7,8,10,115446.0
9,9,5,10,7,8,1,65050.0
9,9,5,10,9,6,9,128525.0
9,9,5,10,9,6,6,121202.0
9,9,5,10,9,6,11,135729.0
9,9,5,10,9,2,3,102624.0
9,9,5,10,9,2,8,105729.0
9,9,5,10,9,2,9,105729.0
9,9,5,10,9,0,2,105579.0
9,9,5,10,9,0,4,66853.0
9,9,5,10,9,0,10,136439.0
9,9,5,10,2,11,0,97923.0
9,9,5,10,2,11,8,110389.0
9,9,5,10,2,11,3,102162.0
9,9,5,10,2,1,6,69897.0
9,9,5,10,2,1,9,74583.0
9,9,5,10,2,1,4,39875.0
9,9,5,10,2,8,3,99723.0
9,9,5,10,2,8,8,103949.0
9,9,5,10,2,8,1,75403.0
9,9,5,2,1,6,2,67981.0
9,9,5,2,1,6,9,71791.0
9,9,5,2,1,6,8,71791.0
9,9,5,2,1,3,1,69742.0
9,9,5,2,1,3,0,67966.0
9,9,5,2,1,3,3,66952.0
9,9,5,2,1,11,6,77601.0
9,9,5,2,1,11,11,87527.0
9,9,5,2,1,11,5,78834.0
9,9,5,2,11,2,3,100010.0
9,9,5,2,11,2,4,46854.0
9,9,5,2,11,2,8,105469.0
9,9,5,2,11,6,3,101617.0
9,9,5,2,11,6,5,108838.0
9,9,5,2,11,6,11,116530.0
9,9,5,2,11,0,8,100863.0
9,9,5,2,11,0,5,98682.0
9,9,5,2,11,0,2,97583.0
9,9,5,2,5,11,8,113864.0
9,9,5,2,5,11,2,102064.0
9,9,5,2,5,11,6,108697.0
9,9,5,2,5,9,4,46643.0
9,9,5,2,5,9,11,113943.0
9,9,5,2,5,9,6,98779.0
9,9,5,2,5,3,9,102174.0
9,9,5,2,5,3,2,100014.0
9,9,5,2,5,3,10,102174.0
9,9,5,1,1,7,10,65446.0
9,9,5,1,1,7,1,65396.0
9,9,5,1,1,7,2,58546.0
9,9,5,1,1,9,0,70956.0
9,9,5,1,1,9,8,74079.0
9,9,5,1,1,9,10,74079.0
9,9,5,1,1,8,11,81221.0
9,9,5,1,1,8,3,69527.0
9,9,5,1,1,8,1,74079.0
9,9,5,1,7,5,4,29937.0
9,9,5,1,7,5,9,59217.0
9,9,5,1,7,5,5,57188.0
9,9,5,1,7,7,3,51119.0
9,9,5,1,7,7,6,50727.0
9,9,5,1,7,7,7,46857.0
9,9,5,1,7,4,9,28888.0
9,9,5,1,7,4,10,28888.0
9,9,5,1,7,4,0,27785.0
9,9,5,1,3,1,4,32516.0
9,9,5,1,3,1,3,68393.0
9,9,5,1,3,1,7,61103.0
9,9,5,1,3,0,10,69367.0
9,9,5,1,3,0,9,69367.0
9,9,5,1,3,0,11,75677.0
9,9,5,1,3,2,4,33128.0
9,9,5,1,3,2,5,70388.0
9,9,5,1,3,2,0,67947.0
9,1,2,4,4,11,5,24751.0
9,1,2,4,4,11,6,26095.0
9,1,2,4,4,11,10,27086.0
9,1,2,4,4,6,3,20601.0
9,1,2,4,4,6,1,21005.0
9,1,2,4,4,6,9,21247.0
9,1,2,4,4,4,3,15790.0
9,1,2,4,4,4,8,16446.0
9,1,2,4,4,4,1,16290.0
9,1,2,4,1,8,4,16249.0
9,1,2,4,1,8,0,32317.0
9,1,2,4,1,8,5,32293.0
9,1,2,4,1,4,11,25207.0
9,1,2,4,1,4,0,17924.0
9,1,2,4,1,4,8,18378.0
9,1,2,4,1,3,8,31740.0
9,1,2,4,1,3,2,25410.0
9,1,2,4,1,3,3,30861.0
9,1,2,4,2,1,1,22191.0
9,1,2,4,2,1,0,20438.0
9,1,2,4,2,1,9,22191.0
9,1,2,4,2,10,1,21879.0
9,1,2,4,2,10,9,26085.0
9,1,2,4,2,10,4,15903.0
9,1,2,4,2,0,4,16268.0
9,1,2,4,2,0,8,24541.0
9,1,2,4,2,0,7,22650.0
9,1,2,3,2,8,9,69237.0
9,1,2,3,2,8,10,69237.0
9,1,2,3,2,8,3,67767.0
9,1,2,3,2,11,7,67730.0
9,1,2,3,2,11,3,69123.0
9,1,2,3,2,11,4,38987.0
9,1,2,3,2,3,4,26644.0
9,1,2,3,2,3,7,56293.0
9,1,2,3,2,3,1,66309.0
9,1,2,3,10,0,2,67102.0
9,1,2,3,10,0,4,28976.0
9,1,2,3,10,0,3,66050.0
9,1,2,3,10,10,2,69137.0
9,1,2,3,10,10,1,68643.0
9,1,2,3,10,10,5,68717.0
9,1,2,3,10,8,10,69477.0
9,1,2,3,10,8,0,67643.0
9,1,2,3,10,8,8,69477.0
9,1,2,3,3,8,4,34484.0
9,1,2,3,3,8,10,67598.0
9,1,2,3,3,8,2,67348.0
9,1,2,3,3,5,3,65627.0
9,1,2,3,3,5,6,63468.0
9,1,2,3,3,5,7,57601.0
9,1,2,3,3,0,9,67263.0
9,1,2,3,3,0,1,66569.0
9,1,2,3,3,0,2,66923.0
9,1,2,7,3,4,3,27014.0
9,1,2,7,3,4,0,26885.0
9,1,2,7,3,4,10,27882.0
9,1,2,7,3,0,6,52245.0
9,1,2,7,3,0,9,55955.0
9,1,2,7,3,0,3,54565.0
9,1,2,7,3,2,4,25029.0
9,1,2,7,3,2,3,49768.0
9,1,2,7,3,2,7,45195.0
9,1,2,7,7,10,9,52450.0
9,1,2,7,7,10,11,61985.0
9,1,2,7,7,10,6,50262.0
9,1,2,7,7,2,6,39507.0
9,1,2,7,7,2,9,41140.0
9,1,2,7,7,2,11,47956.0
9,1,2,7,7,6,3,49554.0
9,1,2,7,7,6,8,51596.0
9,1,2,7,7,6,1,50832.0
9,1,2,7,5,3,8,56604.0
9,1,2,7,5,3,0,55862.0
9,1,2,7,5,3,2,51214.0
9,1,2,7,5,1,5,58467.0
9,1,2,7,5,1,3,57769.0
9,1,2,7,5,1,7,48397.0
9,1,2,7,5,10,2,55013.0
9,1,2,7,5,10,1,59041.0
9,1,2,7,5,10,3,58515.0
9,1,10,0,9,10,11,76364.0
9,1,10,0,9,10,4,37728.0
9,1,10,0,9,10,7,60050.0
9,1,10,0,9,2,2,68898.0
9,1,10,0,9,2,0,68498.0
9,1,10,0,9,2,3,67273.0
9,1,10,0,9,7,11,63537.0
9,1,10,0,9,7,4,19334.0
9,1,10,0,9,7,9,55704.0
9,1,10,0,8,10,9,69348.0
9,1,10,0,8,10,5,67259.0
9,1,10,0,8,10,3,67796.0
9,1,10,0,8,2,10,68778.0
9,1,10,0,8,2,2,68778.0
9,1,10,0,8,2,0,68377.0
9,1,10,0,8,6,3,66474.0
9,1,10,0,8,6,0,67136.0
9,1,10,0,8,6,5,66894.0
9,1,10,0,6,7,3,58231.0
9,1,10,0,6,7,4,23526.0
9,1,10,0,6,7,0,58530.0
9,1,10,0,6,11,3,66809.0
9,1,10,0,6,11,4,28163.0
9,1,10,0,6,11,10,73441.0
9,1,10,0,6,4,7,35379.0
9,1,10,0,6,4,8,38971.0
9,1,10,0,6,4,5,37438.0
9,1,10,4,8,2,7,23168.0
9,1,10,4,8,2,1,21825.0
9,1,10,4,8,2,5,25612.0
9,1,10,4,8,0,5,32667.0
9,1,10,4,8,0,2,24584.0
9,1,10,4,8,0,4,20231.0
9,1,10,4,8,8,8,36947.0
9,1,10,4,8,8,9,36947.0
9,1,10,4,8,8,11,45262.0
9,1,10,4,11,9,10,45559.0
9,1,10,4,11,9,5,45559.0
9,1,10,4,11,9,3,36567.0
9,1,10,4,11,1,7,37699.0
9,1,10,4,11,1,10,43453.0
9,1,10,4,11,1,4,21037.0
9,1,10,4,11,11,6,54264.0
9,1,10,4,11,11,9,57179.0
9,1,10,4,11,11,8,57179.0
9,1,10,4,5,9,11,47453.0
9,1,10,4,5,9,7,32147.0
9,1,10,4,5,9,4,22197.0
9,1,10,4,5,0,11,40811.0
9,1,10,4,5,0,0,34191.0
9,1,10,4,5,0,9,34191.0
9,1,10,4,5,3,10,34568.0
9,1,10,4,5,3,1,34140.0
9,1,10,4,5,3,8,34568.0
9,1,10,2,6,4,1,29402.0
9,1,10,2,6,4,0,27481.0
9,1,10,2,6,4,5,29072.0
9,1,10,2,6,0,8,66429.0
9,1,10,2,6,0,9,66429.0
9,1,10,2,6,0,5,65382.0
9,1,10,2,6,3,7,57158.0
9,1,10,2,6,3,10,66461.0
9,1,10,2,6,3,3,64114.0
9,1,10,2,8,1,7,57173.0
9,1,10,2,8,1,11,76478.0
9,1,10,2,8,1,1,71284.0
9,1,10,2,8,9,9,72382.0
9,1,10,2,8,9,11,80831.0
9,1,10,2,8,9,0,68849.0
9,1,10,2,8,0,8,68838.0
9,1,10,2,8,0,11,76138.0
9,1,10,2,8,0,10,68838.0
9,1,10,2,3,10,11,76853.0
9,1,10,2,3,10,7,54782.0
9,1,10,2,3,10,6,66046.0
9,1,10,2,3,2,4,36331.0
9,1,10,2,3,2,8,68538.0
9,1,10,2,3,2,2,68538.0
9,1,10,2,3,3,10,67275.0
9,1,10,2,3,3,2,66475.0
9,1,10,2,3,3,6,64010.0
9,1,1,9,0,7,0,59007.0
9,1,1,9,0,7,3,58864.0
9,1,1,9,0,7,11,65927.0
9,1,1,9,0,0,0,69341.0
9,1,1,9,0,0,2,68781.0
9,1,1,9,0,0,3,68005.0
9,1,1,9,0,1,9,69099.0
9,1,1,9,0,1,4,29235.0
9,1,1,9,0,1,10,69099.0
9,1,1,9,10,2,2,72372.0
9,1,1,9,10,2,6,69903.0
9,1,1,9,10,2,5,71477.0
9,1,1,9,10,3,11,78701.0
9,1,1,9,10,3,2,69900.0
9,1,1,9,10,3,1,70228.0
9,1,1,9,10,8,10,73902.0
9,1,1,9,10,8,2,72372.0
9,1,1,9,10,8,7,61490.0
9,1,1,9,3,6,10,65915.0
9,1,1,9,3,6,5,64340.0
9,1,1,9,3,6,9,65915.0
9,1,1,9,3,2,11,75620.0
9,1,1,9,3,2,1,67403.0
9,1,1,9,3,2,9,68693.0
9,1,1,9,3,3,1,67956.0
9,1,1,9,3,3,3,66396.0
9,1,1,9,3,3,6,66361.0
9,1,1,6,7,4,8,25234.0
9,1,1,6,7,4,10,25234.0
9,1,1,6,7,4,2,16884.0
9,1,1,6,7,10,6,62105.0
9,1,1,6,7,10,11,72926.0
9,1,1,6,7,10,10,63787.0
9,1,1,6,7,11,11,76610.0
9,1,1,6,7,11,9,69590.0
9,1,1,6,7,11,0,60342.0
9,1,1,6,1,8,4,33982.0
9,1,1,6,1,8,0,66541.0
9,1,1,6,1,8,5,68648.0
9,1,1,6,1,0,7,58176.0
9,1,1,6,1,0,5,65526.0
9,1,1,6,1,0,11,73050.0
9,1,1,6,1,7,2,56307.0
9,1,1,6,1,7,8,62407.0
9,1,1,6,1,7,11,70011.0
9,1,1,6,11,4,0,27152.0
9,1,1,6,11,4,2,22939.0
9,1,1,6,11,4,7,26612.0
9,1,1,6,11,10,3,66105.0
9,1,1,6,11,10,1,75297.0
9,1,1,6,11,10,11,85305.0
9,1,1,6,11,8,8,76585.0
9,1,1,6,11,8,5,74925.0
9,1,1,6,11,8,0,66131.0
9,1,1,2,8,0,1,67731.0
9,1,1,2,8,0,0,68823.0
9,1,1,2,8,0,2,68543.0
9,1,1,2,8,1,5,69945.0
9,1,1,2,8,1,2,71034.0
9,1,1,2,8,1,4,32007.0
9,1,1,2,8,8,7,65074.0
9,1,1,2,8,8,2,72372.0
9,1,1,2,8,8,8,72372.0
9,1,1,2,0,1,9,67726.0
9,1,1,2,0,1,0,67704.0
9,1,1,2,0,1,3,66391.0
9,1,1,2,0,6,7,55588.0
9,1,1,2,0,6,10,65768.0
9,1,1,2,0,6,0,65710.0
9,1,1,2,0,9,4,27850.0
9,1,1,2,0,9,2,68524.0
9,1,1,2,0,9,1,67804.0
9,1,1,2,3,5,1,66831.0
9,1,1,2,3,5,9,68197.0
9,1,1,2,3,5,2,66477.0
9,1,1,2,3,3,1,64607.0
9,1,1,2,3,3,5,65076.0
9,1,1,2,3,3,10,66567.0
9,1,1,2,3,11,3,66703.0
9,1,1,2,3,11,0,67516.0
9,1,1,2,3,11,7,62995.0
9,11,3,7,6,0,10,104849.0
9,11,3,7,6,0,4,42139.0
9,11,3,7,6,0,2,76779.0
9,11,3,7,6,1,7,56033.0
9,11,3,7,6,1,8,60948.0
9,11,3,7,6,1,11,65455.0
9,11,3,7,6,6,3,98398.0
9,11,3,7,6,6,4,35506.0
9,11,3,7,6,6,5,97986.0
9,11,3,7,11,11,11,133752.0
9,11,3,7,11,11,6,123301.0
9,11,3,7,11,11,1,76408.0
9,11,3,7,11,9,2,79133.0
9,11,3,7,11,9,3,111252.0
9,11,3,7,11,9,10,120453.0
9,11,3,7,11,3,3,108360.0
9,11,3,7,11,3,2,80053.0
9,11,3,7,11,3,6,105443.0
9,11,3,7,2,8,11,89365.0
9,11,3,7,2,8,9,82442.0
9,11,3,7,2,8,2,82442.0
9,11,3,7,2,11,9,92250.0
9,11,3,7,2,11,4,32337.0
9,11,3,7,2,11,5,91454.0
9,11,3,7,2,1,9,55398.0
9,11,3,7,2,1,10,55398.0
9,11,3,7,2,1,7,48092.0
9,11,3,3,10,10,1,72808.0
9,11,3,3,10,10,7,105815.0
9,11,3,3,10,10,9,130622.0
9,11,3,3,10,8,11,136793.0
9,11,3,3,10,8,10,130622.0
9,11,3,3,10,8,9,130622.0
9,11,3,3,10,2,8,103072.0
9,11,3,3,10,2,4,34891.0
9,11,3,3,10,2,1,72050.0
9,11,3,3,0,3,0,121886.0
9,11,3,3,0,3,9,123335.0
9,11,3,3,0,3,6,116158.0
9,11,3,3,0,7,0,104136.0
9,11,3,3,0,7,5,102553.0
9,11,3,3,0,7,11,113193.0
9,11,3,3,0,2,1,70358.0
9,11,3,3,0,2,11,105680.0
9,11,3,3,0,2,7,84479.0
9,11,3,3,2,0,5,91433.0
9,11,3,3,2,0,8,93255.0
9,11,3,3,2,0,11,101685.0
9,11,3,3,2,6,4,35396.0
9,11,3,3,2,6,6,86910.0
9,11,3,3,2,6,1,69251.0
9,11,3,3,2,11,5,106087.0
9,11,3,3,2,11,11,114806.0
9,11,3,3,2,11,2,97708.0
9,11,3,11,3,1,3,67614.0
9,11,3,11,3,1,7,63678.0
9,11,3,11,3,1,11,82380.0
9,11,3,11,3,3,8,124502.0
9,11,3,11,3,3,4,51619.0
9,11,3,11,3,3,1,68102.0
9,11,3,11,3,10,3,125606.0
9,11,3,11,3,10,1,68302.0
9,11,3,11,3,10,11,136449.0
9,11,3,11,2,3,2,93787.0
9,11,3,11,2,3,1,67755.0
9,11,3,11,2,3,9,93817.0
9,11,3,11,2,8,3,91740.0
9,11,3,11,2,8,10,99158.0
9,11,3,11,2,8,5,97618.0
9,11,3,11,2,11,9,106785.0
9,11,3,11,2,11,7,87017.0
9,11,3,11,2,11,2,100405.0
9,11,3,11,0,1,1,72341.0
9,11,3,11,0,1,7,62502.0
9,11,3,11,0,1,8,72341.0
9,11,3,11,0,5,5,122548.0
9,11,3,11,0,5,2,98595.0
9,11,3,11,0,5,1,68705.0
9,11,3,11,0,7,1,60830.0
9,11,3,11,0,7,4,36479.0
9,11,3,11,0,7,11,116096.0
9,11,0,7,11,11,7,101188.0
9,11,0,7,11,11,2,84470.0
9,11,0,7,11,11,1,68508.0
9,11,0,7,11,5,0,110518.0
9,11,0,7,11,5,8,118589.0
9,11,0,7,11,5,2,75689.0
9,11,0,7,11,9,6,113484.0
9,11,0,7,11,9,10,120481.0
9,11,0,7,11,9,11,125381.0
9,11,0,7,2,5,8,78791.0
9,11,0,7,2,5,1,48863.0
9,11,0,7,2,5,9,78791.0
9,11,0,7,2,10,3,76689.0
9,11,0,7,2,10,5,78401.0
9,11,0,7,2,10,1,50366.0
9,11,0,7,2,9,5,77964.0
9,11,0,7,2,9,9,79526.0
9,11,0,7,2,9,10,79526.0
9,11,0,7,7,6,3,85118.0
9,11,0,7,7,6,10,90069.0
9,11,0,7,7,6,7,78732.0
9,11,0,7,7,8,7,68225.0
9,11,0,7,7,8,6,93002.0
9,11,0,7,7,8,4,31697.0
9,11,0,7,7,0,2,59680.0
9,11,0,7,7,0,0,92790.0
9,11,0,7,7,0,10,92790.0
9,11,0,1,5,0,6,67033.0
9,11,0,1,5,0,9,70002.0
9,11,0,1,5,0,11,78019.0
9,11,0,1,5,1,2,71303.0
9,11,0,1,5,1,8,72863.0
9,11,0,1,5,1,7,61526.0
9,11,0,1,5,3,3,68677.0
9,11,0,1,5,3,4,29129.0
9,11,0,1,5,3,8,70314.0
9,11,0,1,6,1,8,69883.0
9,11,0,1,6,1,3,66758.0
9,11,0,1,6,1,9,69883.0
9,11,0,1,6,6,0,65071.0
9,11,0,1,6,6,9,67799.0
9,11,0,1,6,6,4,30785.0
9,11,0,1,6,0,0,67119.0
9,11,0,1,6,0,3,65446.0
9,11,0,1,6,0,1,66581.0
9,11,0,1,0,3,4,31812.0
9,11,0,1,0,3,10,69584.0
9,11,0,1,0,3,11,77508.0
9,11,0,1,0,6,9,67085.0
9,11,0,1,0,6,7,53887.0
9,11,0,1,0,6,8,67085.0
9,11,0,1,0,10,7,60546.0
9,11,0,1,0,10,0,70818.0
9,11,0,1,0,10,4,29289.0
9,11,0,10,3,1,7,60148.0
9,11,0,10,3,1,0,70035.0
9,11,0,10,3,1,6,69458.0
9,11,0,10,3,9,0,130517.0
9,11,0,10,3,9,7,112660.0
9,11,0,10,3,9,4,52998.0
9,11,0,10,3,8,4,42393.0
9,11,0,10,3,8,6,125240.0
9,11,0,10,3,8,1,73319.0
9,11,0,10,6,6,3,117507.0
9,11,0,10,6,6,1,67837.0
9,11,0,10,6,6,9,119869.0
9,11,0,10,6,7,11,119017.0
9,11,0,10,6,7,2,80233.0
9,11,0,10,6,7,6,105303.0
9,11,0,10,6,5,9,125824.0
9,11,0,10,6,5,7,106894.0
9,11,0,10,6,5,6,121292.0
9,11,0,10,4,6,10,48911.0
9,11,0,10,4,6,6,46409.0
9,11,0,10,4,6,5,47365.0
9,11,0,10,4,3,9,48131.0
9,11,0,10,4,3,8,48131.0
9,11,0,10,4,3,4,16048.0
9,11,0,10,4,5,5,43512.0
9,11,0,10,4,5,3,45108.0
9,11,0,10,4,5,11,53554.0
9,11,11,7,7,8,4,38681.0
9,11,11,7,7,8,8,104617.0
9,11,11,7,7,8,1,60679.0
9,11,11,7,7,0,11,100271.0
9,11,11,7,7,0,8,94758.0
9,11,11,7,7,0,6,92590.0
9,11,11,7,7,10,2,60197.0
9,11,11,7,7,10,8,104617.0
9,11,11,7,7,10,1,61243.0
9,11,11,7,1,4,9,23613.0
9,11,11,7,1,4,6,20374.0
9,11,11,7,1,4,8,23613.0
9,11,11,7,1,7,11,70658.0
9,11,11,7,1,7,8,64853.0
9,11,11,7,1,7,7,50851.0
9,11,11,7,1,8,5,75176.0
9,11,11,7,1,8,8,76383.0
9,11,11,7,1,8,6,72790.0
9,11,11,7,8,4,1,29160.0
9,11,11,7,8,4,5,51048.0
9,11,11,7,8,4,6,46815.0
9,11,11,7,8,7,0,90516.0
9,11,11,7,8,7,3,88695.0
9,11,11,7,8,7,8,100578.0
9,11,11,7,8,5,6,119594.0
9,11,11,7,8,5,0,112014.0
9,11,11,7,8,5,8,125182.0
9,11,11,8,5,4,3,49606.0
9,11,11,8,5,4,6,54122.0
9,11,11,8,5,4,1,34608.0
9,11,11,8,5,11,9,153796.0
9,11,11,8,5,11,5,151308.0
9,11,11,8,5,11,3,136883.0
9,11,11,8,5,0,4,45049.0
9,11,11,8,5,0,6,124514.0
9,11,11,8,5,0,10,135329.0
9,11,11,8,7,11,5,133108.0
9,11,11,8,7,11,2,83419.0
9,11,11,8,7,11,7,112188.0
9,11,11,8,7,5,5,127425.0
9,11,11,8,7,5,9,127425.0
9,11,11,8,7,5,0,114889.0
9,11,11,8,7,6,1,71622.0
9,11,11,8,7,6,2,84494.0
9,11,11,8,7,6,3,116686.0
9,11,11,8,2,5,2,102876.0
9,11,11,8,2,5,5,101197.0
9,11,11,8,2,5,6,99314.0
9,11,11,8,2,1,9,77870.0
9,11,11,8,2,1,1,77870.0
9,11,11,8,2,1,8,77870.0
9,11,11,8,2,10,7,85213.0
9,11,11,8,2,10,1,78972.0
9,11,11,8,2,10,4,42499.0
9,11,11,0,2,1,10,75856.0
9,11,11,0,2,1,3,70583.0
9,11,11,0,2,1,7,61959.0
9,11,11,0,2,6,3,98896.0
9,11,11,0,2,6,7,81746.0
9,11,11,0,2,6,10,102418.0
9,11,11,0,2,8,9,108836.0
9,11,11,0,2,8,1,75480.0
9,11,11,0,2,8,11,115905.0
9,11,11,0,0,2,4,39459.0
9,11,11,0,0,2,0,99908.0
9,11,11,0,0,2,3,103716.0
9,11,11,0,0,3,10,133336.0
9,11,11,0,0,3,4,48698.0
9,11,11,0,0,3,0,132870.0
9,11,11,0,0,6,1,70279.0
9,11,11,0,0,6,11,136319.0
9,11,11,0,0,6,2,100699.0
9,11,11,0,4,9,2,30128.0
9,11,11,0,4,9,6,44032.0
9,11,11,0,4,9,9,48288.0
9,11,11,0,4,2,8,29638.0
9,11,11,0,4,2,10,29638.0
9,11,11,0,4,2,4,15903.0
9,11,11,0,4,0,3,45595.0
9,11,11,0,4,0,6,47991.0
9,11,11,0,4,0,2,29376.0
7,2,11,3,4,3,6,26387.0
7,2,11,3,4,3,9,27592.0
7,2,11,3,4,3,2,21892.0
7,2,11,3,4,8,0,27333.0
7,2,11,3,4,8,2,23313.0
