h0,h1,h2,h3,h4,h5,h6,Final Score
10,8,10,8,9,0,6,132440.0
10,8,10,8,9,0,7,112597.0
10,8,10,8,9,0,10,136440.0
10,8,10,8,9,4,10,72875.0
10,8,10,8,9,4,6,66261.0
10,8,10,8,9,4,2,41545.0
10,8,10,8,9,1,6,70730.0
10,8,10,8,9,1,1,73620.0
10,8,10,8,9,1,7,62398.0
10,8,10,8,3,4,9,57099.0
10,8,10,8,3,4,3,55945.0
10,8,10,8,3,4,4,27260.0
10,8,10,8,3,2,5,106123.0
10,8,10,8,3,2,4,42756.0
10,8,10,8,3,2,3,104437.0
10,8,10,8,3,8,3,130984.0
10,8,10,8,3,8,2,106649.0
10,8,10,8,3,8,11,142305.0
10,8,10,8,1,8,3,72215.0
10,8,10,8,1,8,7,61495.0
10,8,10,8,1,8,6,71119.0
10,8,10,8,1,10,7,63693.0
10,8,10,8,1,10,6,67979.0
10,8,10,8,1,10,2,71990.0
10,8,10,8,1,5,4,30870.0
10,8,10,8,1,5,3,69893.0
10,8,10,8,1,5,9,71636.0
10,8,10,7,0,1,0,61682.0
10,8,10,7,0,1,7,51952.0
10,8,10,7,0,1,3,61326.0
10,8,10,7,0,9,2,86524.0
10,8,10,7,0,9,11,121925.0
10,8,10,7,0,9,9,116004.0
10,8,10,7,0,3,10,112213.0
10,8,10,7,0,3,5,111084.0
10,8,10,7,0,3,2,83973.0
10,8,10,7,4,8,0,45611.0
10,8,10,7,4,8,9,45788.0
10,8,10,7,4,8,4,25172.0
10,8,10,7,4,10,9,45788.0
10,8,10,7,4,10,7,39959.0
10,8,10,7,4,10,4,21501.0
10,8,10,7,4,6,11,50690.0
10,8,10,7,4,6,10,45073.0
10,8,10,7,4,6,1,27413.0
10,8,10,7,11,10,8,123267.0
10,8,10,7,11,10,10,123267.0
10,8,10,7,11,10,9,123267.0
10,8,10,7,11,5,4,46396.0
10,8,10,7,11,5,8,121402.0
10,8,10,7,11,5,5,118782.0
10,8,10,7,11,0,4,53407.0
10,8,10,7,11,0,1,61225.0
10,8,10,7,11,0,9,116285.0
10,8,10,1,9,11,11,88934.0
10,8,10,1,9,11,3,71217.0
10,8,10,1,9,11,6,77694.0
10,8,10,1,9,8,5,72579.0
10,8,10,1,9,8,8,74208.0
10,8,10,1,9,8,11,83335.0
10,8,10,1,9,5,6,70653.0
10,8,10,1,9,5,1,72712.0
10,8,10,1,9,5,2,70778.0
10,8,10,1,7,0,7,46538.0
10,8,10,1,7,0,4,27375.0
10,8,10,1,7,0,0,55708.0
