h0,h1,h2,h3,h4,Final Score
11,8,8,3,3,132438.0
11,8,8,3,2,104393.0
11,8,8,3,1,72367.0
11,8,8,3,4,71410.0
11,8,8,8,6,132820.0
11,8,8,8,10,140948.0
11,8,8,8,1,76506.0
11,8,8,8,11,148867.0
11,8,8,7,4,50641.0
11,8,8,7,6,113743.0
11,8,8,7,7,103971.0
11,8,8,7,2,79917.0
11,8,8,2,11,112372.0
11,8,8,2,5,102893.0
11,8,8,2,4,51703.0
11,8,8,2,8,104658.0
11,8,11,7,8,123868.0
11,8,11,7,6,121248.0
11,8,11,7,3,114218.0
11,8,11,7,7,98638.0
11,8,11,0,0,135298.0
11,8,11,0,11,141907.0
11,8,11,0,4,66192.0
11,8,11,0,8,135298.0
11,8,11,2,8,103769.0
11,8,11,2,5,102172.0
11,8,11,2,2,103769.0
11,8,11,2,1,78427.0
11,8,11,1,5,80224.0
11,8,11,1,11,89924.0
11,8,11,1,7,69348.0
11,8,11,1,6,78801.0
11,8,0,9,10,135825.0
11,8,0,9,1,73681.0
11,8,0,9,11,140827.0
11,8,0,9,8,135825.0
11,8,0,4,10,56393.0
11,8,0,4,11,61976.0
11,8,0,4,0,56140.0
11,8,0,4,4,29734.0
11,8,0,0,1,73659.0
11,8,0,0,10,135825.0
11,8,0,0,5,134409.0
11,8,0,0,2,108045.0
11,8,0,11,1,76775.0
11,8,0,11,6,135889.0
11,8,0,11,4,63188.0
11,8,0,11,2,104197.0
11,8,1,9,1,75616.0
11,8,1,9,8,75616.0
11,8,1,9,4,35269.0
11,8,1,9,7,62952.0
11,8,1,4,1,34770.0
11,8,1,4,0,32764.0
11,8,1,4,8,34874.0
11,8,1,4,5,34874.0
11,8,1,5,2,69289.0
11,8,1,5,3,67747.0
11,8,1,5,8,74229.0
11,8,1,5,0,67944.0
11,8,1,2,2,71456.0
11,8,1,2,11,79068.0
11,8,1,2,4,32118.0
11,8,1,2,0,66488.0
11,1,10,9,4,34158.0
11,1,10,9,7,63120.0
11,1,10,9,6,71061.0
11,1,10,9,2,71752.0
11,1,10,4,4,23545.0
11,1,10,4,7,33760.0
11,1,10,4,2,27747.0
11,1,10,4,8,36827.0
11,1,10,3,6,67349.0
11,1,10,3,8,68130.0
11,1,10,3,2,66890.0
11,1,10,3,10,68130.0
11,1,10,8,3,68874.0
11,1,10,8,11,85239.0
11,1,10,8,5,74862.0
11,1,10,8,8,75212.0
11,1,3,9,9,69010.0
11,1,3,9,11,74824.0
11,1,3,9,7,56459.0
11,1,3,9,5,67632.0
11,1,3,5,10,67806.0
11,1,3,5,11,73495.0
11,1,3,5,3,65341.0
11,1,3,5,5,66503.0
11,1,3,1,0,66806.0
11,1,3,1,5,66350.0
11,1,3,1,11,76223.0
11,1,3,1,10,68334.0
11,1,3,3,11,77087.0
11,1,3,3,0,66635.0
11,1,3,3,8,67238.0
11,1,3,3,7,56199.0
11,1,4,6,1,36307.0
11,1,4,6,4,20260.0
11,1,4,6,10,36403.0
11,1,4,6,3,33790.0
11,1,4,7,9,30550.0
11,1,4,7,0,27375.0
11,1,4,7,11,39062.0
11,1,4,7,4,18186.0
11,1,4,11,3,36558.0
11,1,4,11,1,44305.0
11,1,4,11,10,45289.0
11,1,4,11,0,37591.0
11,1,4,5,5,36859.0
11,1,4,5,1,36395.0
11,1,4,5,2,26999.0
11,1,4,5,9,36859.0
11,1,1,8,8,75212.0
