h0,h1,h2,h3,h4,Final Score
5,8,7,1,1,60405.0
5,8,7,1,11,67607.0
5,8,7,1,5,58806.0
5,8,7,1,8,60405.0
5,8,7,0,0,109442.0
5,8,7,0,6,105368.0
5,8,7,0,11,116178.0
5,8,7,0,4,42990.0
5,8,7,5,6,101979.0
5,8,7,5,0,107042.0
5,8,7,5,10,107390.0
5,8,7,5,11,119027.0
5,8,7,6,10,105180.0
5,8,7,6,7,92301.0
5,8,7,6,6,98847.0
5,8,7,6,2,70920.0
5,8,11,0,5,131735.0
5,8,11,0,7,112382.0
5,8,11,0,0,132855.0
5,8,11,0,8,132855.0
5,8,11,2,6,98889.0
5,8,11,2,1,72841.0
5,8,11,2,8,103361.0
5,8,11,2,3,95631.0
5,8,11,7,7,96006.0
5,8,11,7,10,119607.0
5,8,11,7,2,82457.0
5,8,11,7,0,110293.0
5,8,11,8,9,143141.0
5,8,11,8,2,105121.0
5,8,11,8,0,132846.0
5,8,11,8,11,149252.0
5,8,0,4,11,56287.0
5,8,0,4,0,47561.0
5,8,0,4,1,26417.0
5,8,0,4,5,48043.0
5,8,0,7,11,119750.0
5,8,0,7,4,34481.0
5,8,0,7,0,113621.0
5,8,0,7,2,85481.0
5,8,0,3,11,132317.0
5,8,0,3,4,47052.0
5,8,0,3,10,128607.0
5,8,0,3,0,128142.0
5,8,0,2,8,102552.0
5,8,0,2,0,97871.0
5,8,0,2,1,73302.0
5,8,0,2,11,110679.0
5,8,1,3,1,69693.0
5,8,1,3,5,68456.0
5,8,1,3,11,76161.0
5,8,1,3,8,69861.0
5,8,1,9,5,70804.0
5,8,1,9,2,70059.0
5,8,1,9,4,30332.0
5,8,1,9,10,72389.0
5,8,1,6,3,66629.0
5,8,1,6,9,69838.0
5,8,1,6,0,66695.0
5,8,1,6,6,66566.0
5,8,1,4,6,30536.0
5,8,1,4,5,30535.0
5,8,1,4,0,29876.0
5,8,1,4,1,30266.0
5,3,4,1,4,15098.0
5,3,4,1,6,29638.0
5,3,4,1,1,33299.0
5,3,4,1,0,32725.0
5,3,4,8,4,18434.0
5,3,4,8,3,49471.0
5,3,4,8,6,50732.0
5,3,4,8,10,52431.0
5,3,4,6,6,46428.0
5,3,4,6,2,29813.0
5,3,4,6,1,33347.0
5,3,4,6,9,49113.0
5,3,4,0,9,51945.0
5,3,4,0,7,46429.0
5,3,4,0,11,58664.0
5,3,4,0,6,51863.0
5,3,1,6,8,67507.0
5,3,1,6,10,67507.0
5,3,1,6,7,54866.0
5,3,1,6,9,67507.0
5,3,1,5,10,70397.0
5,3,1,5,11,74929.0
5,3,1,5,7,56097.0
5,3,1,5,5,70193.0
5,3,1,3,6,67582.0
5,3,1,3,3,68349.0
5,3,1,3,1,68353.0
5,3,1,3,10,68495.0
