h0,h1,h2,h3,h4,Final Score
3,6,4,0,5,38668.0
3,6,4,0,1,25604.0
3,6,4,0,11,45585.0
3,6,4,0,7,33885.0
3,6,4,4,2,17611.0
3,6,4,4,0,24821.0
3,6,4,4,7,25516.0
3,6,4,4,8,25211.0
3,6,4,7,2,20652.0
3,6,4,7,5,31787.0
3,6,4,7,11,40113.0
3,6,4,7,3,30474.0
3,6,4,1,1,26302.0
3,6,4,1,3,25591.0
3,6,4,1,2,20132.0
3,6,4,1,5,26296.0
3,6,1,4,6,30797.0
3,6,1,4,11,36856.0
3,6,1,4,9,30920.0
3,6,1,4,1,30404.0
3,6,1,2,9,66001.0
3,6,1,2,5,65053.0
3,6,1,2,0,63447.0
3,6,1,2,10,66001.0
3,6,1,5,3,65909.0
3,6,1,5,5,67275.0
3,6,1,5,1,67473.0
3,6,1,5,11,73817.0
3,6,1,11,10,74510.0
3,6,1,11,7,65586.0
3,6,1,11,6,71845.0
3,6,1,11,5,73026.0
3,6,10,8,10,125919.0
3,6,10,8,11,133294.0
3,6,10,8,7,102213.0
3,6,10,8,3,121758.0
3,6,10,9,1,69623.0
3,6,10,9,10,125919.0
3,6,10,9,9,125919.0
3,6,10,9,4,47955.0
3,6,10,4,7,51612.0
3,6,10,4,11,64591.0
3,6,10,4,6,55793.0
3,6,10,4,2,35821.0
3,6,10,11,11,142219.0
3,6,10,11,6,127258.0
3,6,10,11,9,133610.0
3,6,10,11,0,124844.0
3,6,3,3,7,104000.0
3,6,3,3,3,120414.0
3,6,3,3,10,121793.0
3,6,3,3,8,121793.0
3,6,3,8,1,69072.0
3,6,3,8,9,123088.0
3,6,3,8,0,122467.0
3,6,3,8,6,117438.0
3,6,3,5,0,119039.0
3,6,3,5,5,117331.0
3,6,3,5,2,90433.0
3,6,3,5,10,119673.0
3,6,3,6,1,68735.0
3,6,3,6,0,114482.0
3,6,3,6,8,115195.0
3,6,3,6,6,110341.0
3,1,5,1,9,72727.0
3,1,5,1,0,69535.0
3,1,5,1,8,72727.0
3,1,5,1,4,35273.0
3,1,5,6,2,67188.0
3,1,5,6,9,70758.0
3,1,5,6,5,70758.0
3,1,5,6,8,70758.0
3,1,5,3,11,77950.0
3,1,5,3,3,68546.0
3,1,5,3,8,69631.0
3,1,5,3,4,27213.0
3,1,5,10,0,69537.0
3,1,5,10,5,71510.0
3,1,5,10,7,59257.0
3,1,5,10,4,34018.0
3,1,2,5,3,65781.0
3,1,2,5,9,70396.0
3,1,2,5,0,68338.0
3,1,2,5,4,27594.0
3,1,2,9,4,27068.0
3,1,2,9,7,61581.0
3,1,2,9,6,67956.0
3,1,2,9,1,71056.0
3,1,2,6,7,57707.0
3,1,2,6,3,68031.0
3,1,2,6,4,29410.0
3,1,2,6,2,68425.0
3,1,2,4,9,25074.0
3,1,2,4,4,15367.0
3,1,2,4,0,23647.0
3,1,2,4,6,25074.0
3,1,9,2,10,72300.0
3,1,9,2,1,71232.0
3,1,9,2,4,33782.0
3,1,9,2,5,71482.0
3,1,9,4,9,28124.0
3,1,9,4,10,28124.0
3,1,9,4,5,28120.0
3,1,9,4,8,28124.0
3,1,9,0,5,69732.0
3,1,9,0,2,69533.0
3,1,9,0,11,75411.0
3,1,9,0,0,71193.0
3,1,9,10,10,74360.0
3,1,9,10,5,74116.0
3,1,9,10,0,71181.0
3,1,9,10,6,70429.0
3,1,4,10,5,30463.0
3,1,4,10,4,16865.0
3,1,4,10,1,30306.0
3,1,4,10,0,27874.0
3,1,4,0,0,27856.0
3,1,4,0,10,27856.0
3,1,4,0,7,25052.0
3,1,4,0,6,27291.0
3,1,4,6,5,30015.0
3,1,4,6,4,17322.0
3,1,4,6,8,30015.0
3,1,4,6,10,30015.0
3,1,4,7,3,24291.0
3,1,4,7,5,25625.0
3,1,4,7,0,23051.0
3,1,4,7,2,17985.0
3,2,7,8,4,33064.0
3,2,7,8,11,92675.0
3,2,7,8,1,60968.0
3,2,7,8,8,86342.0
3,2,7,6,2,72118.0
3,2,7,6,6,80920.0
3,2,7,6,8,82158.0
3,2,7,6,7,68940.0
3,2,7,2,2,78352.0
3,2,7,2,8,78352.0
3,2,7,2,0,74585.0
3,2,7,2,1,52998.0
3,2,7,0,11,92366.0
3,2,7,0,6,80096.0
3,2,7,0,0,83127.0
3,2,7,0,4,29827.0
3,2,8,6,8,97966.0
3,2,8,6,2,92186.0
3,2,8,6,5,96116.0
3,2,8,6,7,85920.0
3,2,8,11,4,41906.0
3,2,8,11,11,118337.0
3,2,8,11,8,112336.0
3,2,8,11,9,112336.0
3,2,8,7,4,32399.0
3,2,8,7,11,92816.0
3,2,8,7,9,86721.0
3,2,8,7,8,86721.0
3,2,8,8,6,99616.0
3,2,8,8,1,73356.0
3,2,8,8,11,111438.0
3,2,8,8,2,105608.0
3,2,1,1,10,73526.0
3,2,1,1,4,29580.0
3,2,1,1,11,79133.0
3,2,1,1,5,71517.0
3,2,1,8,3,69124.0
3,2,1,8,10,73526.0
3,2,1,8,5,72855.0
3,2,1,8,2,72946.0
3,2,1,5,2,70915.0
3,2,1,5,7,62006.0
3,2,1,5,5,70969.0
3,2,1,5,0,68652.0
3,2,1,7,8,60687.0
3,2,1,7,9,60687.0
3,2,1,7,4,25687.0
3,2,1,7,6,58991.0
3,2,9,3,7,83399.0
3,2,9,3,0,97253.0
3,2,9,3,8,102587.0
3,2,9,3,1,70267.0
3,2,9,4,1,32949.0
3,2,9,4,5,43062.0
3,2,9,4,2,31475.0
3,2,9,4,6,40262.0
3,2,9,6,3,96369.0
3,2,9,6,1,68825.0
3,2,9,6,8,100581.0
3,2,9,6,0,94779.0
3,2,9,9,6,100402.0
3,2,9,9,9,105608.0
3,2,9,9,8,105608.0
3,2,9,9,10,105608.0
3,0,3,10,2,100741.0
3,0,3,10,9,129341.0
3,0,3,10,3,127093.0
3,0,3,10,8,129341.0
3,0,3,4,8,41708.0
3,0,3,4,10,41708.0
3,0,3,4,1,24160.0
3,0,3,4,2,26908.0
3,0,3,0,4,46708.0
3,0,3,0,10,129325.0
3,0,3,0,11,134622.0
3,0,3,0,1,72053.0
3,0,3,2,5,102064.0
3,0,3,2,1,69417.0
3,0,3,2,2,103711.0
3,0,3,2,4,39911.0
3,0,2,10,4,44939.0
3,0,2,10,6,99910.0
