h0,h1,h2,h3,h4,Final Score
6,0,3,7,6,101478.0
6,0,3,7,9,104489.0
6,0,3,7,11,113606.0
6,0,3,7,2,74439.0
6,0,3,4,10,45074.0
6,0,3,4,8,45074.0
6,0,3,4,1,24556.0
6,0,3,4,2,27494.0
6,0,3,2,11,103161.0
6,0,3,2,0,90482.0
6,0,3,2,5,94080.0
6,0,3,2,7,86056.0
6,0,3,1,2,64445.0
6,0,3,1,7,57918.0
6,0,3,1,10,68485.0
6,0,3,1,5,66058.0
6,0,7,1,4,25933.0
6,0,7,1,8,57324.0
6,0,7,1,7,50486.0
6,0,7,1,6,56428.0
6,0,7,8,10,107528.0
6,0,7,8,8,107528.0
6,0,7,8,2,76668.0
6,0,7,8,5,106412.0
6,0,7,7,4,34267.0
6,0,7,7,11,97418.0
6,0,7,7,1,46904.0
6,0,7,7,2,58138.0
6,0,7,10,0,107360.0
6,0,7,10,10,107528.0
6,0,7,10,8,107528.0
6,0,7,10,1,57194.0
6,0,2,1,1,65852.0
6,0,2,1,7,55211.0
6,0,2,1,3,60333.0
6,0,2,1,11,80579.0
6,0,2,10,11,103279.0
6,0,2,10,9,96570.0
6,0,2,10,3,92526.0
6,0,2,10,1,66116.0
6,0,2,2,8,96570.0
6,0,2,2,5,94783.0
6,0,2,2,3,93568.0
6,0,2,2,9,96570.0
6,0,2,4,7,28012.0
6,0,2,4,10,34082.0
6,0,2,4,3,31631.0
6,0,2,4,1,26952.0
6,0,6,8,5,115990.0
6,0,6,8,8,117706.0
6,0,6,8,0,117639.0
6,0,6,8,4,35774.0
6,0,6,7,1,53292.0
6,0,6,7,10,98668.0
6,0,6,7,4,41099.0
6,0,6,7,0,98474.0
6,0,6,4,5,39176.0
6,0,6,4,2,23206.0
6,0,6,4,9,39176.0
6,0,6,4,0,38684.0
6,0,6,1,8,66356.0
6,0,6,1,6,60912.0
6,0,6,1,1,66356.0
6,0,6,1,3,64099.0
6,7,3,5,3,101849.0
6,7,3,5,11,113124.0
6,7,3,5,0,103135.0
6,7,3,5,8,103621.0
6,7,3,6,1,53343.0
6,7,3,6,11,105889.0
6,7,3,6,9,96939.0
6,7,3,6,7,76803.0
6,7,3,9,2,74174.0
6,7,3,9,8,105554.0
6,7,3,9,7,91362.0
6,7,3,9,9,105554.0
6,7,3,1,6,57505.0
6,7,3,1,4,30301.0
6,7,3,1,0,58103.0
6,7,3,1,1,60392.0
6,7,6,4,4,15128.0
6,7,6,4,8,30256.0
6,7,6,4,6,30225.0
6,7,6,4,11,37679.0
6,7,6,3,3,90776.0
6,7,6,3,1,53225.0
6,7,6,3,4,38164.0
6,7,6,3,10,93067.0
6,7,6,7,5,86018.0
6,7,6,7,4,32432.0
6,7,6,7,7,72017.0
6,7,6,7,3,81526.0
6,7,6,0,2,64614.0
6,7,6,0,0,97284.0
6,7,6,0,11,104936.0
6,7,6,0,6,93633.0
6,7,1,0,10,57912.0
6,7,1,0,7,52809.0
6,7,1,0,5,56531.0
6,7,1,0,0,57912.0
6,7,1,11,7,60628.0
6,7,1,11,10,68781.0
6,7,1,11,9,68781.0
6,7,1,11,1,65861.0
6,7,1,3,9,57835.0
6,7,1,3,6,56656.0
6,7,1,3,10,57835.0
6,7,1,3,5,56786.0
6,7,1,7,8,46406.0
6,7,1,7,10,46406.0
6,7,1,7,2,38466.0
6,7,1,7,5,45711.0
6,7,11,5,2,73764.0
6,7,11,5,4,53755.0
6,7,11,5,5,111851.0
6,7,11,5,10,114594.0
6,7,11,6,10,107594.0
6,7,11,6,11,115524.0
6,7,11,6,6,101328.0
6,7,11,6,2,63904.0
6,7,11,1,0,56752.0
6,7,11,1,1,63534.0
6,7,11,1,2,54804.0
6,7,11,1,6,60487.0
6,7,11,7,1,56849.0
6,7,11,7,8,96875.0
6,7,11,7,6,94961.0
6,7,11,7,11,101686.0
6,9,7,3,1,61071.0
6,9,7,3,2,76399.0
6,9,7,3,4,37790.0
6,9,7,3,6,104536.0
6,9,7,7,7,79577.0
6,9,7,7,1,50387.0
6,9,7,7,5,91055.0
6,9,7,7,0,90696.0
6,9,7,10,9,111209.0
6,9,7,10,11,118992.0
6,9,7,10,4,41392.0
6,9,7,10,0,111017.0
6,9,7,8,2,80189.0
6,9,7,8,5,110382.0
6,9,7,8,8,111209.0
6,9,7,8,0,111009.0
6,9,9,0,4,50406.0
6,9,9,0,6,124469.0
6,9,9,0,3,124170.0
6,9,9,0,1,67395.0
6,9,9,8,1,68076.0
6,9,9,8,8,128582.0
6,9,9,8,0,128481.0
6,9,9,8,9,128582.0
6,9,9,11,2,91198.0
6,9,9,11,11,144908.0
6,9,9,11,7,115638.0
6,9,9,11,4,52179.0
6,9,9,1,2,63482.0
6,9,9,1,11,74369.0
6,9,9,1,9,67652.0
6,9,9,1,8,67652.0
6,9,8,10,8,128582.0
