h0,h1,h2,h3,h4,Final Score
6,11,2,0,4,37867.0
6,11,2,0,7,70338.0
6,11,2,0,3,84083.0
6,11,2,0,1,60013.0
6,11,2,5,3,88541.0
6,11,2,5,6,87518.0
6,11,2,5,5,91629.0
6,11,2,5,1,63491.0
6,11,2,4,6,31157.0
6,11,2,4,1,27583.0
6,11,2,4,11,44324.0
6,11,2,4,2,25169.0
6,11,2,6,3,83743.0
6,11,2,6,2,86833.0
6,11,2,6,6,83754.0
6,11,2,6,4,28199.0
6,11,0,2,0,90815.0
6,11,0,2,11,103414.0
6,11,0,2,1,63469.0
6,11,0,2,4,35274.0
6,11,0,4,4,18900.0
6,11,0,4,6,38138.0
6,11,0,4,7,35745.0
6,11,0,4,1,22795.0
6,11,0,5,2,95333.0
6,11,0,5,4,43012.0
6,11,0,5,3,121265.0
6,11,0,5,6,118914.0
6,11,0,7,7,86669.0
6,11,0,7,1,55032.0
6,11,0,7,4,37938.0
6,11,0,7,3,99832.0
6,11,6,2,4,37863.0
6,11,6,2,11,96773.0
6,11,6,2,2,88869.0
6,11,6,2,0,80845.0
6,11,6,3,6,119574.0
6,11,6,3,7,106023.0
6,11,6,3,4,43384.0
6,11,6,3,5,121093.0
6,11,6,1,11,78761.0
6,11,6,1,3,66229.0
6,11,6,1,2,62105.0
6,11,6,1,5,70609.0
6,11,6,11,0,120405.0
6,11,6,11,5,132303.0
6,11,6,11,1,73970.0
6,11,6,11,11,142151.0
6,11,11,11,7,123747.0
6,11,11,11,2,100674.0
6,11,11,11,5,145479.0
6,11,11,11,4,52615.0
6,11,11,6,0,115713.0
6,11,11,6,2,84461.0
6,11,11,6,1,73539.0
6,11,11,6,7,107589.0
6,11,11,5,4,48703.0
6,11,11,5,2,92376.0
6,11,11,5,6,132823.0
6,11,11,5,7,114379.0
6,11,11,1,2,68034.0
6,11,11,1,4,33338.0
6,11,11,1,5,77301.0
6,11,11,1,0,61620.0
6,3,0,1,2,62988.0
6,3,0,1,7,59521.0
6,3,0,1,6,62660.0
6,3,0,1,5,65708.0
6,3,0,6,0,116760.0
6,3,0,6,2,87812.0
6,3,0,6,3,113597.0
6,3,0,6,7,98198.0
6,3,0,2,0,89088.0
6,3,0,2,7,73401.0
6,3,0,2,4,39280.0
6,3,0,2,3,88637.0
6,3,0,4,0,41625.0
6,3,0,4,7,40576.0
6,3,0,4,11,49339.0
6,3,0,4,5,41805.0
6,3,4,6,3,42533.0
6,3,4,6,4,21978.0
6,3,4,6,7,43614.0
6,3,4,6,6,44047.0
6,3,4,4,11,25069.0
6,3,4,4,4,12850.0
6,3,4,4,3,16776.0
6,3,4,4,5,17728.0
6,3,4,3,11,52775.0
6,3,4,3,2,28263.0
6,3,4,3,0,42535.0
6,3,4,3,1,30313.0
6,3,4,5,2,26838.0
6,3,4,5,7,37135.0
6,3,4,5,4,23552.0
6,3,4,5,3,39567.0
6,3,2,1,5,62361.0
6,3,2,1,11,70542.0
6,3,2,1,4,27270.0
6,3,2,1,2,61865.0
6,3,2,0,3,82746.0
6,3,2,0,1,57448.0
6,3,2,0,0,87836.0
6,3,2,0,11,94919.0
6,3,2,7,5,78847.0
6,3,2,7,1,55317.0
6,3,2,7,4,31191.0
6,3,2,7,6,78283.0
6,3,2,5,3,89734.0
6,3,2,5,11,100853.0
6,3,2,5,1,62997.0
6,3,2,5,6,89759.0
6,3,1,7,1,56542.0
6,3,1,7,3,53915.0
6,3,1,7,11,62881.0
6,3,1,7,6,53020.0
6,3,1,2,4,24627.0
6,3,1,2,11,71032.0
6,3,1,2,3,61475.0
6,3,1,2,0,62313.0
6,3,1,1,0,65666.0
6,3,1,1,3,64985.0
6,3,1,1,6,63758.0
6,3,1,1,2,63809.0
6,3,1,3,1,63676.0
6,3,1,3,2,61324.0
6,3,1,3,5,62934.0
6,3,1,3,11,71303.0
6,2,6,11,1,66336.0
6,2,6,11,4,50328.0
6,2,6,11,6,96173.0
6,2,6,11,7,85173.0
6,2,6,2,1,59146.0
6,2,6,2,0,85825.0
6,2,6,2,2,91466.0
6,2,6,2,3,88866.0
6,2,6,7,2,75954.0
6,2,6,7,6,79759.0
6,2,6,7,7,66643.0
6,2,6,7,11,90364.0
6,2,6,1,11,69213.0
6,2,6,1,0,58015.0
6,2,6,1,1,63388.0
6,2,6,1,6,59260.0
6,2,7,6,11,86428.0
6,2,7,6,1,52576.0
6,2,7,6,2,71144.0
6,2,7,6,4,34318.0
6,2,7,3,5,76910.0
6,2,7,3,3,76019.0
6,2,7,3,4,36977.0
6,2,7,3,7,64161.0
6,2,7,2,5,71875.0
6,2,7,2,0,65151.0
6,2,7,2,3,67626.0
6,2,7,2,4,34289.0
6,2,7,11,2,75322.0
6,2,7,11,6,82434.0
6,2,7,11,3,81767.0
6,2,7,11,11,100959.0
6,2,11,3,3,94549.0
6,2,11,3,5,96687.0
6,2,11,3,4,38391.0
6,2,11,3,7,85031.0
6,2,11,11,2,99371.0
6,2,11,11,0,90743.0
6,2,11,11,7,91352.0
6,2,11,11,4,40812.0
6,2,11,2,0,86955.0
6,2,11,2,4,34168.0
6,2,11,2,11,99377.0
6,2,11,2,2,95565.0
6,2,11,6,1,66633.0
6,2,11,6,11,106181.0
6,2,11,6,5,97306.0
6,2,11,6,0,86037.0
6,2,1,0,3,57677.0
6,2,1,0,1,59073.0
6,2,1,0,0,59513.0
6,2,1,0,6,56509.0
6,2,1,4,11,35554.0
6,2,1,4,7,22849.0
6,2,1,4,5,26869.0
6,2,1,4,2,21335.0
6,2,1,1,1,66260.0
6,2,1,1,2,63250.0
6,2,1,1,5,65067.0
6,2,1,1,3,61127.0
6,2,1,2,3,58791.0
6,2,1,2,11,70473.0
6,2,1,2,5,63144.0
6,2,1,2,0,57573.0
6,7,2,4,11,37060.0
6,7,2,4,5,28511.0
6,7,2,4,0,27248.0
6,7,2,4,7,26723.0
6,7,2,0,6,68923.0
6,7,2,0,7,59807.0
6,7,2,0,4,31770.0
6,7,2,0,2,69085.0
6,7,2,7,7,58640.0
6,7,2,7,11,73772.0
6,7,2,7,0,60397.0
6,7,2,7,1,44672.0
6,7,2,2,6,72881.0
6,7,2,2,5,74570.0
6,7,2,2,1,49893.0
6,7,2,2,11,84529.0
6,7,7,0,4,43825.0
6,7,7,0,11,104813.0
6,7,7,0,6,92380.0
6,7,7,0,1,51761.0
6,7,7,11,5,104894.0
6,7,7,11,4,43386.0
6,7,7,11,1,58934.0
6,7,7,11,11,114908.0
6,7,7,5,4,34693.0
6,7,7,5,2,64931.0
6,7,7,5,3,96680.0
6,7,7,5,1,53051.0
6,7,7,7,11,91288.0
6,7,7,7,0,83979.0
6,7,7,7,1,46449.0
6,7,7,7,4,39171.0
6,7,6,4,6,34743.0
6,7,6,4,11,45872.0
6,7,6,4,4,18544.0
6,7,6,4,3,37823.0
6,7,6,0,7,80371.0
6,7,6,0,6,98768.0
6,7,6,0,11,110641.0
6,7,6,0,2,72766.0
6,7,6,3,2,69887.0
6,7,6,3,11,109621.0
6,7,6,3,0,100322.0
6,7,6,3,5,100394.0
6,7,6,7,1,48616.0
6,7,6,7,0,89019.0
6,7,6,7,11,97386.0
6,7,6,7,5,89172.0
6,7,5,6,1,56021.0
6,7,5,6,3,97995.0
6,7,5,6,11,107988.0
6,7,5,6,2,68271.0
6,7,5,0,6,101963.0
6,7,5,0,7,85911.0
6,7,5,0,4,42383.0
6,7,5,0,1,58238.0
6,7,5,4,11,45297.0
6,7,5,4,1,24992.0
6,7,5,4,5,36758.0
6,7,5,4,3,35895.0
6,7,5,3,2,73167.0
6,7,5,3,6,98818.0
6,7,5,3,0,103551.0
6,7,5,3,3,101484.0
3,4,6,3,2,25397.0
3,4,6,3,11,50159.0
3,4,6,3,6,39780.0
3,4,6,3,5,40386.0
3,4,6,0,2,26489.0
3,4,6,0,3,39460.0
3,4,6,0,11,49636.0
3,4,6,0,1,28025.0
3,4,6,6,5,39983.0
3,4,6,6,2,25593.0
3,4,6,6,1,26145.0
3,4,6,6,7,36627.0
3,4,6,5,11,53541.0
3,4,6,5,5,42739.0
3,4,6,5,0,42504.0
3,4,6,5,7,41005.0
3,4,5,11,7,52686.0
3,4,5,11,2,28600.0
3,4,5,11,4,18271.0
3,4,5,11,6,52521.0
3,4,5,6,3,42366.0
3,4,5,6,6,41946.0
3,4,5,6,0,43328.0
3,4,5,6,11,52271.0
3,4,5,1,0,29353.0
3,4,5,1,11,35107.0
3,4,5,1,3,29158.0
3,4,5,1,2,22880.0
3,4,5,4,11,33861.0
3,4,5,4,4,11294.0
3,4,5,4,1,19387.0
3,4,5,4,6,25540.0
3,4,1,3,4,19597.0
